query,lat,lon
"Đường Nguyễn Thị Đặng Đưường Nguyễn Thị Đặng, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Ngã, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Thị Liền, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thới Nhất 05, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cao Thắng, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Đưường Số 1, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tăng Bạt Hổ, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Thị Bạch Cát, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ba Vì, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 17, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.738256,106.7083879
"Đường Phưường Sơn Kỳ, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Sơn Cang, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 37, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7905718,106.738587
"Đường Dự Án Kdc Làng Việt Kiều Phong Phú, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phó Đức Chính, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đinh Thị Thi, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7924599,106.7525777
"Đường Lê Trực, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lý Thái Tổ, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đào Sư Tích, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hòa Bình, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Mê Linh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đoàn Nhữ Hài, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thần Hiến, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Duy Tân, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tự Quyết, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D3, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7805774,106.7242063
"Đường Số Đưường Số 4, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thị Huê, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 6, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tản Viên, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cư Xá Đưường Số 147, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 7, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 2, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 33, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Nguyễn Huy Lượng, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường A, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hàn Hải Nguyên, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kc32/ Đưường Trần Xuân Soạn, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ll12C Đưường Ba Vì, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phú Thọ, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trường Sa, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lý Văn Phức, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cao Thị Chính, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chung Cu Cbd Đưường Đồng Văn Cống, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ba Vì, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường B50 Đưường Nguyễn Văn Quá, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hồ Đắc Di, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lữ Gia, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trưng Mỹ Tây 14, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Liên Khu 4-5, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Xuân 22, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Bội Châu, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Xuân 24, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Sinco, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 44, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Phước Phan, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thích Bửu Đăng, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Hồ, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 3 Đưường Cư Xá Đô Thành, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Tân Thành, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Linh, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 109, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vinhomes Grand Park, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8368734,106.8309101
"Đường Hùng Vương, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Xuân, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Quang Bích, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trường Lưu, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 27, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lương Định Của, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Trãi Đưường Nguyễn Trãi, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn An Ninh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vĩnh Lộc, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 109 Phước Long B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thích Bửu Quang, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Hiến Lê, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hưng Phước, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Văn Nghị, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Văn Cam, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8519819,106.7507177
"Đường Phưường Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Kỳ Tân Quý, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 4 Đưường An Phú Tây, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Đức Hiền, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Hoa Thám, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đặng Thùy Trâm, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Đưường Số 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kênh Nước Đen, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dd12 Đưường Bạch Mã, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cầu Xéo, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D3, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ngô Quyền, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Điện Biên Phủ, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Huỳnh Tịnh Của, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Đưường Số 29, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Đưường Số, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Dư Khương, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Văn Xảo, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hiệp Nhất, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Xuân Nhị, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tiền Lân, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Quốc Việt, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Hữu Lầu, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hùng Vương, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thành Vĩnh, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Văn Hải, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thới Nhất 1, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Nguyễn Bỉnh Khiêm, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 7 Đưường Số 7, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Duy Đưường Võ Duy Ninh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 12, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8632266,106.7280373
"Đường 3/2 .Q10 Đưường Số 3/2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phú Nhuận Đưường Thích Quảng Đức, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Thị Ngào, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Dương Vương, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường - 521 Đưường Xô Viết Nghệ Tĩnh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lưu Nhân Chú, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường F1/ Đưường Số 1, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vũ Ngọc Phan, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trường Sơn, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 207, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ct. Dân Chủ, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trịnh Quang Nghị, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cao Xuân Dục, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Nguyễn Minh Hoàng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Bá Cung, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoa Phượng, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quang Trung, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D5, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Hưng Thuận 2, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoa Sứ, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quốc Lộ 22, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trang Tử, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Tấn Quốc, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 1C, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Quang Bật, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thân Văn Nhiếp, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đưường Số 29, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 41, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Chung Cư Sơn Kỳ Đưường Cn 3, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 7, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Số 6D, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường P8 Tphcm Đưường Quang Trung, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Lộc 15, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Thọ Đưường Lê Văn Thọ, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Ngọc Nhựt, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Thị Nho, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Hưng Thuận 40, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 10, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đàm Thận Huy, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 30/4, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",10.7058954,106.727178
"Đường Số Đưường Hà Duy Phiên, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cô Giang, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bến Phú Định, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Liên Khu, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Rạch Cát, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Calmette, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tống Văn Hên, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ông Ích Khiêm, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Quốc Toản, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D11, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",10.7058954,106.727178
"Đường Số 7, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7510103,106.7177421
"Đường Hiệp Thành 43, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thới Nhất 13, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Công Hoan, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lô A Đưường Ngô Quyền, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 52, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",10.8072214,106.6415671
"Đường Số 198, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Hưng Thuận 12, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Thanh Mại, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Hưng Đạo, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Bắc, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bàu Cát 6, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 10, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hương Lộ 3, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Án, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 2, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",10.8424666,106.6613819
"Đường Số 43, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Huỳnh Mẫn Đạt, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Tô Ngọc Vân, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cầm Bá Thước, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bình Tiên, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",10.7404783,106.642602
"Đường Trần Văn Mười, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",10.799579,106.7404209
"Đường / Đưường Tân Trang, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Quý Yêm, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trịnh Đình Trọng, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Nguyễn Hiền, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tây Lân, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Mai, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Lai, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ích Thiện, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",10.8677261,106.6395311
"Đường Bến Cát, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Kim, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Hòa 2, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Mai Văn Ngọc, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lô Tư, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đào Tông Nguyên, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ngô Quang Thắm, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Huỳnh Tấn Phát Đưường Số 1, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Phú Đông 12, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Nhữ Lãm, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hẻm553 Đưường Trần Hưng Đạo, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lam Sơn, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tk Đưường Nguyễn Cảnh Chân, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hiền Vương, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Minh Phụng, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 9, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7970903,106.7321875
"Đường Đưường C, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Glory Height Đưường Nguyễn Xiển, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Hưng Phú, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Tự Tài, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chuyên Dùng 9, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 11, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7375486,106.708509
"Đường Số Đưường Đht41 Đưường Song Hành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Thăng Long, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Hòa Đông Phưường 14, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Quang Diêu, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thị Tư, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 3A Kdc13E Intresco Đưường Nguyễn Văn Linh, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Tám Danh, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dạ Nam, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Cảnh Dị, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Hữu Kiều, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 9, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",10.8471615,106.7651674
"Đường 6 Đưường Số 6, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường A1 - Đưường Số 1, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đào Duy Từ, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Đưường Cao Lỗ, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hàng Tre, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường *** Đưường Lê Văn Lương, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ton Dan, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 34, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8241029,106.7227425
"Đường C13 Nguyễn Văn Linh, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 23, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",10.8471615,106.7651674
"Đường Hưng Phước 4 (Số Cũ: R4-46), Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lô A Bùi Minh Trực Đưường Bùi Minh Trực, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phó Cơ Điều, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Gò Ô Môi, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Du, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Phúc Nguyên, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Đình Hội Đưường Dương Đình Hội, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 11 Đưường Số 11, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 17 Đưường Số 17, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 210, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Đại Năng, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 22, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7703738,106.7409527
"Đường Bùi Xuân Phái, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Mạc Vân, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Hưng Thuận 11, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Tuyển, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Thị Thừa, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Đỗ Cung, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Trung Nguyệt, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Hội, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 3, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường Số 28, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7797301,106.7704621
"Đường Ngô Nhơn Tịnh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hiệp, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Hoàng, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 8, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Văn Hoàng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chiến Lược, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 4, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 8, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7509418,106.7177421
"Đường Bàu Cát 1, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 20, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.764626,106.7473592
"Đường Diên Vĩ, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Thận Duật, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Miếu Bình Đông, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 16, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Số 10 Cư Xá Ra Đa. P13 Q6 Đưường Số 10, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Nguyễn Trãi, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Cảnh Dị, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
